Tract ID,County,Median_Gross_Rent,Year
101,San Francisco,1318.0,2010
1011,Marin,994.0,2010
1012,Marin,1199.0,2010
102,San Francisco,1554.0,2010
1021,Marin,2000.0,2010
1022.02,Marin,1468.0,2010
1022.03,Marin,1296.0,2010
103,San Francisco,1995.0,2010
1031,Marin,2000.0,2010
1032,Marin,1604.0,2010
104,San Francisco,1780.0,2010
1041.01,Marin,1420.0,2010
1041.02,Marin,1422.0,2010
1042,Marin,1610.0,2010
1043,Marin,2000.0,2010
105,San Francisco,2000.0,2010
1050,Marin,1361.0,2010
106,San Francisco,1017.0,2010
1060.01,Marin,1664.0,2010
1060.02,Marin,1490.0,2010
107,San Francisco,532.0,2010
1070,Marin,2000.0,2010
108,San Francisco,1392.0,2010
1081,Marin,2000.0,2010
1082,Marin,1319.0,2010
109,San Francisco,1357.0,2010
1090.01,Marin,1335.0,2010
1090.02,Marin,1380.0,2010
110,San Francisco,979.0,2010
1101,Marin,1180.0,2010
1102,Marin,2000.0,2010
111,San Francisco,1047.0,2010
1110,Marin,1236.0,2010
112,San Francisco,1505.0,2010
1121,Marin,1205.0,2010
1122.01,Marin,1416.0,2010
1122.02,Marin,1196.0,2010
113,San Francisco,527.0,2010
1130,Marin,1901.0,2010
1141,Marin,1601.0,2010
1142,Marin,1619.0,2010
1150,Marin,1792.0,2010
1160,Marin,1377.0,2010
117,San Francisco,790.0,2010
1170,Marin,1357.0,2010
118,San Francisco,626.0,2010
1181,Marin,2000.0,2010
119.01,San Francisco,1062.0,2010
119.02,San Francisco,1181.0,2010
1191,Marin,1348.0,2010
1192.01,Marin,1623.0,2010
1192.02,Marin,2000.0,2010
120,San Francisco,1010.0,2010
1200,Marin,1475.0,2010
121,San Francisco,1087.0,2010
1211,Marin,1728.0,2010
1212,Marin,1755.0,2010
122.01,San Francisco,980.0,2010
122.02,San Francisco,831.0,2010
1220,Marin,0.0,2010
123.01,San Francisco,587.0,2010
123.02,San Francisco,974.0,2010
1230,Marin,2000.0,2010
124.01,San Francisco,735.0,2010
124.02,San Francisco,848.0,2010
1241,Marin,1728.0,2010
1242,Marin,2000.0,2010
125.01,San Francisco,558.0,2010
125.02,San Francisco,457.0,2010
1250,Marin,1596.0,2010
126.01,San Francisco,1789.0,2010
126.02,San Francisco,1825.0,2010
1261,Marin,1969.0,2010
1262,Marin,1547.0,2010
127,San Francisco,1724.0,2010
1270,Marin,1603.0,2010
128,San Francisco,1664.0,2010
1281,Marin,2000.0,2010
1282,Marin,2000.0,2010
129.01,San Francisco,1715.0,2010
129.02,San Francisco,1576.0,2010
1290,Marin,1206.0,2010
130,San Francisco,1802.0,2010
1302.01,Marin,1974.0,2010
1302.02,Marin,2000.0,2010
131.01,San Francisco,1711.0,2010
131.02,San Francisco,1978.0,2010
1311,Marin,1884.0,2010
132,San Francisco,1984.0,2010
1321,Marin,1205.0,2010
1322,Marin,1325.0,2010
133,San Francisco,1788.0,2010
1330,Marin,1277.0,2010
134,San Francisco,1637.0,2010
135,San Francisco,1478.0,2010
1501,Sonoma,1416.0,2010
1502.02,Sonoma,1258.0,2010
1502.03,Sonoma,1356.0,2010
1502.04,Sonoma,1325.0,2010
1503.03,Sonoma,1492.0,2010
1503.04,Sonoma,1333.0,2010
1503.05,Sonoma,1168.0,2010
1503.06,Sonoma,1077.0,2010
1505,Sonoma,1351.0,2010
1506.01,Sonoma,1166.0,2010
1506.02,Sonoma,1522.0,2010
1506.03,Sonoma,1348.0,2010
1506.07,Sonoma,1756.0,2010
1506.09,Sonoma,1190.0,2010
1506.10,Sonoma,1966.0,2010
1506.11,Sonoma,1193.0,2010
1506.12,Sonoma,1667.0,2010
1507.01,Sonoma,1260.0,2010
1507.02,Sonoma,1771.0,2010
1508,Sonoma,1370.0,2010
1509.01,Sonoma,1125.0,2010
1509.02,Sonoma,1227.0,2010
151,San Francisco,1432.0,2010
1510,Sonoma,1148.0,2010
1511,Sonoma,1236.0,2010
1512.01,Sonoma,1101.0,2010
1512.03,Sonoma,974.0,2010
1512.04,Sonoma,1185.0,2010
1513.01,Sonoma,970.0,2010
1513.05,Sonoma,1098.0,2010
1513.06,Sonoma,1255.0,2010
1513.07,Sonoma,1544.0,2010
1513.08,Sonoma,1372.0,2010
1513.09,Sonoma,1463.0,2010
1513.10,Sonoma,1288.0,2010
1513.11,Sonoma,1461.0,2010
1514.01,Sonoma,1193.0,2010
1514.02,Sonoma,1080.0,2010
1515.02,Sonoma,1264.0,2010
1515.03,Sonoma,2000.0,2010
1515.04,Sonoma,1226.0,2010
1516.01,Sonoma,1433.0,2010
1516.02,Sonoma,1665.0,2010
1517,Sonoma,1170.0,2010
1518,Sonoma,1299.0,2010
1519,Sonoma,975.0,2010
152,San Francisco,1349.0,2010
1520,Sonoma,910.0,2010
1521,Sonoma,1024.0,2010
1522.01,Sonoma,1047.0,2010
1522.02,Sonoma,1117.0,2010
1522.03,Sonoma,982.0,2010
1523,Sonoma,954.0,2010
1524,Sonoma,1761.0,2010
1525.01,Sonoma,1379.0,2010
1525.02,Sonoma,1085.0,2010
1526,Sonoma,1770.0,2010
1527.01,Sonoma,1413.0,2010
1527.02,Sonoma,1213.0,2010
1528.01,Sonoma,1364.0,2010
1528.02,Sonoma,971.0,2010
1529.03,Sonoma,991.0,2010
1529.04,Sonoma,1365.0,2010
1529.05,Sonoma,1289.0,2010
1529.06,Sonoma,1397.0,2010
153,San Francisco,1422.0,2010
1530.01,Sonoma,973.0,2010
1530.02,Sonoma,1136.0,2010
1530.03,Sonoma,1143.0,2010
1530.05,Sonoma,1455.0,2010
1530.06,Sonoma,1182.0,2010
1531.02,Sonoma,1267.0,2010
1531.03,Sonoma,1166.0,2010
1531.04,Sonoma,1026.0,2010
1532,Sonoma,1194.0,2010
1533,Sonoma,1180.0,2010
1534.01,Sonoma,1299.0,2010
1534.03,Sonoma,1048.0,2010
1534.04,Sonoma,1094.0,2010
1535.01,Sonoma,1197.0,2010
1535.02,Sonoma,917.0,2010
1536,Sonoma,1296.0,2010
1537.03,Sonoma,1041.0,2010
1537.04,Sonoma,1047.0,2010
1537.05,Sonoma,1080.0,2010
1537.06,Sonoma,1134.0,2010
1538.01,Sonoma,1794.0,2010
1538.04,Sonoma,1652.0,2010
1538.06,Sonoma,1560.0,2010
1538.07,Sonoma,1770.0,2010
1538.08,Sonoma,1191.0,2010
1538.09,Sonoma,1358.0,2010
1539.01,Sonoma,1393.0,2010
1539.02,Sonoma,1131.0,2010
1539.03,Sonoma,1208.0,2010
154,San Francisco,1516.0,2010
1540,Sonoma,961.0,2010
1541,Sonoma,1667.0,2010
1542.01,Sonoma,905.0,2010
1542.02,Sonoma,1316.0,2010
1543.02,Sonoma,1288.0,2010
1543.03,Sonoma,1281.0,2010
1543.04,Sonoma,1194.0,2010
155,San Francisco,1349.0,2010
156,San Francisco,1374.0,2010
157,San Francisco,1531.0,2010
158.01,San Francisco,1136.0,2010
158.02,San Francisco,1537.0,2010
159,San Francisco,1389.0,2010
160,San Francisco,1221.0,2010
161,San Francisco,538.0,2010
162,San Francisco,1158.0,2010
163,San Francisco,1172.0,2010
164,San Francisco,1509.0,2010
165,San Francisco,1427.0,2010
166,San Francisco,1609.0,2010
167,San Francisco,1516.0,2010
168.01,San Francisco,1409.0,2010
168.02,San Francisco,1251.0,2010
169,San Francisco,1514.0,2010
170,San Francisco,1609.0,2010
171.01,San Francisco,1575.0,2010
171.02,San Francisco,1722.0,2010
176.01,San Francisco,762.0,2010
177,San Francisco,1264.0,2010
178.01,San Francisco,300.0,2010
178.02,San Francisco,1387.0,2010
179.02,San Francisco,1974.0,2010
180,San Francisco,2000.0,2010
2002.01,Napa,1019.0,2010
2002.02,Napa,960.0,2010
2002.03,Napa,1196.0,2010
2003.01,Napa,1170.0,2010
2003.02,Napa,1191.0,2010
2004,Napa,1088.0,2010
2005.01,Napa,1208.0,2010
2005.03,Napa,1089.0,2010
2005.04,Napa,1417.0,2010
2005.05,Napa,1289.0,2010
2006.01,Napa,1596.0,2010
2006.02,Napa,744.0,2010
2007.03,Napa,1755.0,2010
2007.04,Napa,1100.0,2010
2007.05,Napa,1198.0,2010
2007.06,Napa,1627.0,2010
2007.07,Napa,1572.0,2010
2008.02,Napa,1240.0,2010
2008.03,Napa,1342.0,2010
2008.04,Napa,1185.0,2010
2009,Napa,692.0,2010
201,San Francisco,875.0,2010
2010.03,Napa,1166.0,2010
2010.04,Napa,1594.0,2010
2010.05,Napa,0.0,2010
2010.06,Napa,1384.0,2010
2010.07,Napa,1853.0,2010
2011.01,Napa,2000.0,2010
2011.02,Napa,859.0,2010
2012,Napa,1232.0,2010
2013,Napa,1675.0,2010
2014.01,Napa,2000.0,2010
2014.02,Napa,725.0,2010
2014.03,Napa,794.0,2010
2015,Napa,1508.0,2010
2016.01,Napa,1479.0,2010
2016.02,Napa,1340.0,2010
2017,Napa,1029.0,2010
2018,Napa,1382.0,2010
2019,Napa,995.0,2010
202,San Francisco,1148.0,2010
2020,Napa,1282.0,2010
203,San Francisco,1637.0,2010
204.01,San Francisco,1769.0,2010
204.02,San Francisco,1533.0,2010
205,San Francisco,1391.0,2010
206,San Francisco,1617.0,2010
207,San Francisco,1492.0,2010
208,San Francisco,1012.0,2010
209,San Francisco,963.0,2010
210,San Francisco,1419.0,2010
211,San Francisco,1631.0,2010
212,San Francisco,1619.0,2010
213,San Francisco,1674.0,2010
214,San Francisco,1692.0,2010
215,San Francisco,1625.0,2010
216,San Francisco,1498.0,2010
217,San Francisco,1261.0,2010
218,San Francisco,1783.0,2010
226,San Francisco,2000.0,2010
227.02,San Francisco,1843.0,2010
227.04,San Francisco,2000.0,2010
228.01,San Francisco,1350.0,2010
228.02,San Francisco,1233.0,2010
228.03,San Francisco,1403.0,2010
229.01,San Francisco,1257.0,2010
229.02,San Francisco,1407.0,2010
229.03,San Francisco,1382.0,2010
230.01,San Francisco,1220.0,2010
230.03,San Francisco,930.0,2010
231.02,San Francisco,707.0,2010
231.03,San Francisco,413.0,2010
232,San Francisco,1167.0,2010
233,San Francisco,1738.0,2010
234,San Francisco,706.0,2010
2501.03,Solano,1319.0,2010
2501.04,Solano,2000.0,2010
2501.05,Solano,1433.0,2010
2501.06,Solano,1794.0,2010
2502,Solano,1157.0,2010
2503,Solano,1435.0,2010
2504,Solano,1173.0,2010
2505.01,Solano,1316.0,2010
2505.02,Solano,1016.0,2010
2506.01,Solano,1158.0,2010
2506.04,Solano,1662.0,2010
2506.05,Solano,1528.0,2010
2507.01,Solano,1106.0,2010
2508.01,Solano,1169.0,2010
2509,Solano,659.0,2010
251,San Francisco,1868.0,2010
2510,Solano,1019.0,2010
2511,Solano,1066.0,2010
2512,Solano,1185.0,2010
2513,Solano,1403.0,2010
2514,Solano,1099.0,2010
2515,Solano,976.0,2010
2516,Solano,942.0,2010
2517.01,Solano,968.0,2010
2517.02,Solano,1221.0,2010
2518.02,Solano,828.0,2010
2518.03,Solano,1385.0,2010
2518.04,Solano,1685.0,2010
2519.01,Solano,1289.0,2010
2519.02,Solano,1190.0,2010
2519.03,Solano,1585.0,2010
252,San Francisco,1352.0,2010
2520,Solano,976.0,2010
2521.02,Solano,1121.0,2010
2521.03,Solano,1306.0,2010
2521.04,Solano,950.0,2010
2521.05,Solano,1629.0,2010
2521.06,Solano,1368.0,2010
2521.07,Solano,1525.0,2010
2521.08,Solano,1438.0,2010
2522.01,Solano,1485.0,2010
2522.02,Solano,1743.0,2010
2523.05,Solano,1704.0,2010
2523.06,Solano,1233.0,2010
2523.10,Solano,1732.0,2010
2523.11,Solano,1975.0,2010
2523.12,Solano,1502.0,2010
2523.13,Solano,1351.0,2010
2523.14,Solano,1456.0,2010
2523.15,Solano,885.0,2010
2523.16,Solano,1769.0,2010
2523.17,Solano,1778.0,2010
2524.01,Solano,1227.0,2010
2524.02,Solano,754.0,2010
2525.01,Solano,1179.0,2010
2525.02,Solano,815.0,2010
2526.04,Solano,983.0,2010
2526.05,Solano,1082.0,2010
2526.06,Solano,972.0,2010
2526.07,Solano,1051.0,2010
2526.08,Solano,1008.0,2010
2526.10,Solano,1468.0,2010
2526.11,Solano,1072.0,2010
2527.02,Solano,1113.0,2010
2527.03,Solano,1649.0,2010
2527.04,Solano,1140.0,2010
2527.05,Solano,1468.0,2010
2527.06,Solano,1722.0,2010
2527.07,Solano,1156.0,2010
2528.01,Solano,1722.0,2010
2528.02,Solano,1531.0,2010
2529.03,Solano,1168.0,2010
2529.04,Solano,1463.0,2010
2529.08,Solano,1237.0,2010
2529.09,Solano,1748.0,2010
2529.10,Solano,1172.0,2010
2529.11,Solano,1230.0,2010
2529.12,Solano,1817.0,2010
2529.13,Solano,1701.0,2010
2529.14,Solano,1522.0,2010
2529.15,Solano,2000.0,2010
253,San Francisco,1308.0,2010
2530,Solano,0.0,2010
2531.01,Solano,1079.0,2010
2531.05,Solano,1253.0,2010
2531.06,Solano,1219.0,2010
2531.07,Solano,1050.0,2010
2531.08,Solano,1110.0,2010
2532.01,Solano,1629.0,2010
2532.03,Solano,1119.0,2010
2532.04,Solano,1115.0,2010
2532.05,Solano,1292.0,2010
2532.06,Solano,2000.0,2010
2533,Solano,1349.0,2010
2534.02,Solano,1028.0,2010
2534.03,Solano,1807.0,2010
2534.04,Solano,1170.0,2010
2535,Solano,1179.0,2010
254.01,San Francisco,1534.0,2010
254.02,San Francisco,1265.0,2010
254.03,San Francisco,989.0,2010
255,San Francisco,1289.0,2010
256,San Francisco,2000.0,2010
257.01,San Francisco,1605.0,2010
257.02,San Francisco,1497.0,2010
258,San Francisco,1078.0,2010
259,San Francisco,1799.0,2010
260.01,San Francisco,1182.0,2010
260.02,San Francisco,1649.0,2010
260.03,San Francisco,1576.0,2010
260.04,San Francisco,1108.0,2010
261,San Francisco,1392.0,2010
262,San Francisco,1331.0,2010
263.01,San Francisco,1386.0,2010
263.02,San Francisco,1418.0,2010
263.03,San Francisco,1238.0,2010
264.01,San Francisco,1046.0,2010
264.02,San Francisco,1339.0,2010
264.03,San Francisco,1188.0,2010
264.04,San Francisco,721.0,2010
301.01,San Francisco,1671.0,2010
301.02,San Francisco,1668.0,2010
3010,Contra Costa,1168.0,2010
302.01,San Francisco,1391.0,2010
302.02,San Francisco,1464.0,2010
3020.05,Contra Costa,935.0,2010
3020.06,Contra Costa,1631.0,2010
3020.07,Contra Costa,1607.0,2010
3020.08,Contra Costa,1127.0,2010
3020.09,Contra Costa,1724.0,2010
3020.10,Contra Costa,1665.0,2010
303.01,San Francisco,1652.0,2010
303.02,San Francisco,2000.0,2010
3031.02,Contra Costa,1273.0,2010
3031.03,Contra Costa,1080.0,2010
3032.01,Contra Costa,1773.0,2010
3032.02,Contra Costa,2000.0,2010
3032.03,Contra Costa,1745.0,2010
3032.04,Contra Costa,970.0,2010
3032.05,Contra Costa,1736.0,2010
304,San Francisco,1434.0,2010
3040.01,Contra Costa,2000.0,2010
3040.02,Contra Costa,1375.0,2010
3040.03,Contra Costa,2000.0,2010
3040.04,Contra Costa,2000.0,2010
3040.05,Contra Costa,1727.0,2010
305,San Francisco,304.0,2010
3050,Contra Costa,1045.0,2010
306,San Francisco,2000.0,2010
3060.02,Contra Costa,1593.0,2010
3060.03,Contra Costa,1076.0,2010
3060.04,Contra Costa,1222.0,2010
307,San Francisco,2000.0,2010
3071.01,Contra Costa,1024.0,2010
3071.02,Contra Costa,1289.0,2010
3072.01,Contra Costa,939.0,2010
3072.02,Contra Costa,1013.0,2010
3072.04,Contra Costa,1616.0,2010
3072.05,Contra Costa,1080.0,2010
308,San Francisco,1686.0,2010
3080.01,Contra Costa,1600.0,2010
3080.02,Contra Costa,1989.0,2010
309,San Francisco,2000.0,2010
3090,Contra Costa,1190.0,2010
310,San Francisco,1917.0,2010
3100,Contra Costa,1099.0,2010
311,San Francisco,1700.0,2010
3110,Contra Costa,1301.0,2010
312.01,San Francisco,759.0,2010
312.02,San Francisco,1663.0,2010
3120,Contra Costa,969.0,2010
313.01,San Francisco,1926.0,2010
313.02,San Francisco,1030.0,2010
3131.01,Contra Costa,1147.0,2010
3131.02,Contra Costa,1411.0,2010
3131.03,Contra Costa,1284.0,2010
3132.03,Contra Costa,1668.0,2010
3132.04,Contra Costa,1071.0,2010
3132.05,Contra Costa,1739.0,2010
3132.06,Contra Costa,1246.0,2010
314,San Francisco,1187.0,2010
3141.02,Contra Costa,1264.0,2010
3141.03,Contra Costa,1036.0,2010
3141.04,Contra Costa,1129.0,2010
3142,Contra Costa,1354.0,2010
3150,Contra Costa,1632.0,2010
3160,Contra Costa,582.0,2010
3170,Contra Costa,1116.0,2010
3180,Contra Costa,1038.0,2010
3190,Contra Costa,1163.0,2010
3200.01,Contra Costa,1227.0,2010
3200.03,Contra Costa,1264.0,2010
3200.04,Contra Costa,1432.0,2010
3211.01,Contra Costa,1256.0,2010
3211.02,Contra Costa,1924.0,2010
3211.03,Contra Costa,1306.0,2010
3212,Contra Costa,1294.0,2010
3220,Contra Costa,1725.0,2010
3230,Contra Costa,1604.0,2010
3240.01,Contra Costa,1245.0,2010
3240.02,Contra Costa,1372.0,2010
3250,Contra Costa,1333.0,2010
326.01,San Francisco,1301.0,2010
326.02,San Francisco,1316.0,2010
3260,Contra Costa,2000.0,2010
327,San Francisco,1426.0,2010
3270,Contra Costa,1044.0,2010
328.01,San Francisco,1813.0,2010
328.02,San Francisco,1589.0,2010
3280,Contra Costa,1024.0,2010
329.01,San Francisco,1847.0,2010
329.02,San Francisco,2000.0,2010
3290,Contra Costa,1299.0,2010
330,San Francisco,1769.0,2010
3300,Contra Costa,1743.0,2010
331,San Francisco,2000.0,2010
3310,Contra Costa,1138.0,2010
332.01,San Francisco,1548.0,2010
332.03,San Francisco,1826.0,2010
332.04,San Francisco,1695.0,2010
3320,Contra Costa,1701.0,2010
3331.01,Contra Costa,1193.0,2010
3331.02,Contra Costa,1075.0,2010
3332,Contra Costa,1293.0,2010
3340.01,Contra Costa,1288.0,2010
3340.04,Contra Costa,1142.0,2010
3340.06,Contra Costa,2000.0,2010
3342,Contra Costa,2000.0,2010
3350,Contra Costa,1552.0,2010
3361.01,Contra Costa,1069.0,2010
3361.02,Contra Costa,1082.0,2010
3362.01,Contra Costa,1591.0,2010
3362.02,Contra Costa,1059.0,2010
3371,Contra Costa,1351.0,2010
3372,Contra Costa,1271.0,2010
3373,Contra Costa,1477.0,2010
3381.01,Contra Costa,1225.0,2010
3381.02,Contra Costa,2000.0,2010
3382.01,Contra Costa,1421.0,2010
3382.03,Contra Costa,1541.0,2010
3382.04,Contra Costa,1497.0,2010
3383.01,Contra Costa,0.0,2010
3383.02,Contra Costa,1500.0,2010
3390.01,Contra Costa,1273.0,2010
3390.02,Contra Costa,1387.0,2010
3400.01,Contra Costa,1316.0,2010
3400.02,Contra Costa,1610.0,2010
3410,Contra Costa,1372.0,2010
3430.01,Contra Costa,1305.0,2010
3430.02,Contra Costa,1497.0,2010
3430.03,Contra Costa,1379.0,2010
3451.01,Contra Costa,1407.0,2010
3451.02,Contra Costa,2000.0,2010
3451.03,Contra Costa,1801.0,2010
3451.05,Contra Costa,2000.0,2010
3451.08,Contra Costa,1800.0,2010
3451.11,Contra Costa,1431.0,2010
3451.12,Contra Costa,1473.0,2010
3451.13,Contra Costa,1981.0,2010
3451.14,Contra Costa,2000.0,2010
3451.15,Contra Costa,0.0,2010
3451.16,Contra Costa,2000.0,2010
3452.02,Contra Costa,1601.0,2010
3452.03,Contra Costa,1571.0,2010
3452.04,Contra Costa,2000.0,2010
3461.01,Contra Costa,2000.0,2010
3461.02,Contra Costa,2000.0,2010
3462.01,Contra Costa,1935.0,2010
3462.03,Contra Costa,2000.0,2010
3462.04,Contra Costa,2000.0,2010
3470,Contra Costa,975.0,2010
3480,Contra Costa,1914.0,2010
3490,Contra Costa,1638.0,2010
3500,Contra Costa,1325.0,2010
351,San Francisco,1652.0,2010
3511.01,Contra Costa,1378.0,2010
3511.02,Contra Costa,1572.0,2010
3511.03,Contra Costa,1200.0,2010
3512,Contra Costa,2000.0,2010
352.01,San Francisco,1388.0,2010
352.02,San Francisco,1325.0,2010
3521.01,Contra Costa,2000.0,2010
3521.02,Contra Costa,2000.0,2010
3522.01,Contra Costa,1433.0,2010
3522.02,Contra Costa,2000.0,2010
353,San Francisco,1338.0,2010
3530.01,Contra Costa,1819.0,2010
3530.02,Contra Costa,1462.0,2010
354,San Francisco,1201.0,2010
3540.01,Contra Costa,1644.0,2010
3540.02,Contra Costa,1286.0,2010
3551.07,Contra Costa,1406.0,2010
3551.08,Contra Costa,2000.0,2010
3551.09,Contra Costa,2000.0,2010
3551.10,Contra Costa,1873.0,2010
3551.11,Contra Costa,1620.0,2010
3551.12,Contra Costa,2000.0,2010
3551.13,Contra Costa,2000.0,2010
3551.14,Contra Costa,1661.0,2010
3551.15,Contra Costa,1391.0,2010
3551.16,Contra Costa,2000.0,2010
3551.17,Contra Costa,1605.0,2010
3552,Contra Costa,1395.0,2010
3553.01,Contra Costa,1774.0,2010
3553.02,Contra Costa,2000.0,2010
3553.04,Contra Costa,1529.0,2010
3553.06,Contra Costa,1733.0,2010
3560.01,Contra Costa,1555.0,2010
3560.02,Contra Costa,1970.0,2010
3570,Contra Costa,973.0,2010
3580,Contra Costa,877.0,2010
3591.02,Contra Costa,1369.0,2010
3591.03,Contra Costa,1144.0,2010
3591.04,Contra Costa,1411.0,2010
3591.05,Contra Costa,2000.0,2010
3592.02,Contra Costa,1917.0,2010
3592.03,Contra Costa,1610.0,2010
3592.04,Contra Costa,1348.0,2010
3601.01,Contra Costa,1953.0,2010
3601.02,Contra Costa,344.0,2010
3602,Contra Costa,1086.0,2010
3610,Contra Costa,1101.0,2010
3620,Contra Costa,1777.0,2010
3630,Contra Costa,1400.0,2010
3640.02,Contra Costa,1146.0,2010
3650.02,Contra Costa,953.0,2010
3650.03,Contra Costa,1340.0,2010
3660.01,Contra Costa,1316.0,2010
3660.02,Contra Costa,995.0,2010
3671,Contra Costa,916.0,2010
3672,Contra Costa,934.0,2010
3680.01,Contra Costa,1113.0,2010
3680.02,Contra Costa,1133.0,2010
3690.01,Contra Costa,933.0,2010
3690.02,Contra Costa,1074.0,2010
3700,Contra Costa,1398.0,2010
3710,Contra Costa,1228.0,2010
3720,Contra Costa,1323.0,2010
3730,Contra Costa,940.0,2010
3740,Contra Costa,1188.0,2010
3750,Contra Costa,1043.0,2010
3760,Contra Costa,809.0,2010
3770,Contra Costa,1002.0,2010
3780,Contra Costa,1063.0,2010
3790,Contra Costa,1020.0,2010
3800,Contra Costa,1244.0,2010
3810,Contra Costa,1048.0,2010
3820,Contra Costa,964.0,2010
3830,Contra Costa,1188.0,2010
3840,Contra Costa,2000.0,2010
3851,Contra Costa,2000.0,2010
3852,Contra Costa,0.0,2010
3860,Contra Costa,1203.0,2010
3870,Contra Costa,1397.0,2010
3880,Contra Costa,1404.0,2010
3891,Contra Costa,1394.0,2010
3892,Contra Costa,1229.0,2010
3901,Contra Costa,1620.0,2010
3902,Contra Costa,1766.0,2010
3910,Contra Costa,1667.0,2010
3920,Contra Costa,2000.0,2010
3922,Contra Costa,1531.0,2010
3923,Contra Costa,858.0,2010
4001,Alameda,2000.0,2010
4002,Alameda,1342.0,2010
4003,Alameda,998.0,2010
4004,Alameda,1387.0,2010
4005,Alameda,1005.0,2010
4006,Alameda,1060.0,2010
4007,Alameda,1108.0,2010
4008,Alameda,1037.0,2010
4009,Alameda,1003.0,2010
401,San Francisco,1379.0,2010
4010,Alameda,1064.0,2010
4011,Alameda,974.0,2010
4012,Alameda,1231.0,2010
4013,Alameda,892.0,2010
4014,Alameda,869.0,2010
4015,Alameda,738.0,2010
4016,Alameda,996.0,2010
4017,Alameda,1160.0,2010
4018,Alameda,809.0,2010
402,San Francisco,1393.0,2010
4022,Alameda,942.0,2010
4024,Alameda,707.0,2010
4025,Alameda,568.0,2010
4026,Alameda,753.0,2010
4027,Alameda,880.0,2010
4028,Alameda,449.0,2010
4029,Alameda,590.0,2010
4030,Alameda,476.0,2010
4031,Alameda,513.0,2010
4033,Alameda,1254.0,2010
4034,Alameda,968.0,2010
4035.01,Alameda,792.0,2010
4035.02,Alameda,1098.0,2010
4036,Alameda,1146.0,2010
4037.01,Alameda,1024.0,2010
4037.02,Alameda,1196.0,2010
4038,Alameda,1277.0,2010
4039,Alameda,1206.0,2010
4040,Alameda,1171.0,2010
4041.01,Alameda,1187.0,2010
4041.02,Alameda,997.0,2010
4042,Alameda,1605.0,2010
4043,Alameda,2000.0,2010
4044,Alameda,1957.0,2010
4045.01,Alameda,1800.0,2010
4045.02,Alameda,1936.0,2010
4046,Alameda,1460.0,2010
4047,Alameda,1799.0,2010
4048,Alameda,870.0,2010
4049,Alameda,1189.0,2010
4050,Alameda,1535.0,2010
4051,Alameda,1367.0,2010
4052,Alameda,1104.0,2010
4053.01,Alameda,1076.0,2010
4053.02,Alameda,796.0,2010
4054.01,Alameda,897.0,2010
4054.02,Alameda,1000.0,2010
4055,Alameda,1075.0,2010
4056,Alameda,989.0,2010
4057,Alameda,889.0,2010
4058,Alameda,887.0,2010
4059.01,Alameda,878.0,2010
4059.02,Alameda,875.0,2010
4060,Alameda,880.0,2010
4061,Alameda,960.0,2010
4062.01,Alameda,871.0,2010
4062.02,Alameda,889.0,2010
4063,Alameda,885.0,2010
4064,Alameda,775.0,2010
4065,Alameda,945.0,2010
4066.01,Alameda,972.0,2010
4066.02,Alameda,868.0,2010
4067,Alameda,1151.0,2010
4068,Alameda,1150.0,2010
4069,Alameda,1090.0,2010
4070,Alameda,985.0,2010
4071.01,Alameda,879.0,2010
4071.02,Alameda,876.0,2010
4072,Alameda,881.0,2010
4073,Alameda,1254.0,2010
4074,Alameda,886.0,2010
4075,Alameda,847.0,2010
4076,Alameda,1066.0,2010
4077,Alameda,1202.0,2010
4078,Alameda,1133.0,2010
4079,Alameda,1607.0,2010
4080,Alameda,2000.0,2010
4081,Alameda,1601.0,2010
4082,Alameda,1027.0,2010
4083,Alameda,1267.0,2010
4084,Alameda,1161.0,2010
4085,Alameda,1074.0,2010
4086,Alameda,963.0,2010
4087,Alameda,1075.0,2010
4088,Alameda,876.0,2010
4089,Alameda,1072.0,2010
4090,Alameda,1189.0,2010
4091,Alameda,1288.0,2010
4092,Alameda,1186.0,2010
4093,Alameda,1039.0,2010
4094,Alameda,1124.0,2010
4095,Alameda,1100.0,2010
4096,Alameda,1224.0,2010
4097,Alameda,1073.0,2010
4098,Alameda,844.0,2010
4099,Alameda,2000.0,2010
4100,Alameda,1674.0,2010
4101,Alameda,1179.0,2010
4102,Alameda,1076.0,2010
4103,Alameda,1034.0,2010
4104,Alameda,1140.0,2010
4105,Alameda,515.0,2010
4201,Alameda,1535.0,2010
4202,Alameda,1304.0,2010
4203,Alameda,1389.0,2010
4204,Alameda,1553.0,2010
4205,Alameda,1329.0,2010
4206,Alameda,1302.0,2010
4211,Alameda,2000.0,2010
4212,Alameda,2000.0,2010
4213,Alameda,1398.0,2010
4214,Alameda,2000.0,2010
4215,Alameda,1637.0,2010
4216,Alameda,1175.0,2010
4217,Alameda,1546.0,2010
4218,Alameda,1383.0,2010
4219,Alameda,1350.0,2010
4220,Alameda,802.0,2010
4221,Alameda,926.0,2010
4222,Alameda,992.0,2010
4223,Alameda,1306.0,2010
4224,Alameda,1349.0,2010
4225,Alameda,1282.0,2010
4226,Alameda,995.0,2010
4227,Alameda,1268.0,2010
4228,Alameda,1024.0,2010
4229,Alameda,1094.0,2010
4230,Alameda,1200.0,2010
4231,Alameda,1058.0,2010
4232,Alameda,1092.0,2010
4233,Alameda,1162.0,2010
4234,Alameda,1127.0,2010
4235,Alameda,939.0,2010
4236.01,Alameda,1221.0,2010
