Tract ID,County,Estimate!!Total,Year
4279,Alameda,4686,2022
4280,Alameda,2906,2022
4281,Alameda,4866,2022
4282,Alameda,6475,2022
4283.01,Alameda,7203,2022
4283.02,Alameda,7022,2022
4284,Alameda,4756,2022
4285,Alameda,3302,2022
4286,Alameda,3235,2022
4287,Alameda,5078,2022
4301.01,Alameda,7034,2022
4301.02,Alameda,2459,2022
4302,Alameda,7713,2022
4303,Alameda,4290,2022
4304,Alameda,2155,2022
4305,Alameda,6250,2022
4306,Alameda,6244,2022
4307,Alameda,4085,2022
4308,Alameda,5814,2022
4309,Alameda,5214,2022
4310,Alameda,3091,2022
4311,Alameda,3259,2022
4312,Alameda,5865,2022
4321,Alameda,3892,2022
4322,Alameda,3987,2022
4323,Alameda,4874,2022
4324,Alameda,6346,2022
4325.01,Alameda,4892,2022
4325.02,Alameda,5126,2022
4326.01,Alameda,4092,2022
4326.02,Alameda,3123,2022
4327,Alameda,2755,2022
4328,Alameda,3862,2022
4330,Alameda,3799,2022
4331.02,Alameda,4445,2022
4331.03,Alameda,3552,2022
4331.04,Alameda,4398,2022
4332,Alameda,8120,2022
4333,Alameda,7367,2022
4334,Alameda,6040,2022
4335,Alameda,4311,2022
4336,Alameda,5844,2022
4337,Alameda,3125,2022
4338.01,Alameda,3528,2022
4338.02,Alameda,4301,2022
4339,Alameda,7187,2022
4340,Alameda,5166,2022
4351.02,Alameda,6137,2022
4351.03,Alameda,7774,2022
4351.04,Alameda,6856,2022
4352,Alameda,4647,2022
4353,Alameda,4812,2022
4354,Alameda,5048,2022
4355,Alameda,4153,2022
4356.01,Alameda,5449,2022
4356.02,Alameda,5671,2022
4357,Alameda,4819,2022
4358,Alameda,5687,2022
4359,Alameda,5290,2022
4360,Alameda,5114,2022
4361,Alameda,5765,2022
4362,Alameda,4128,2022
4363.01,Alameda,5255,2022
4363.02,Alameda,3932,2022
4364.02,Alameda,2688,2022
4364.03,Alameda,4519,2022
4364.04,Alameda,3232,2022
4365,Alameda,5289,2022
4366.01,Alameda,6634,2022
4366.02,Alameda,5255,2022
4367,Alameda,3367,2022
4368,Alameda,4196,2022
4369,Alameda,6403,2022
4370,Alameda,3471,2022
4371.01,Alameda,7960,2022
4371.02,Alameda,4457,2022
4372,Alameda,8491,2022
4373,Alameda,3135,2022
4374,Alameda,3733,2022
4375,Alameda,4172,2022
4376,Alameda,3455,2022
4377.01,Alameda,3597,2022
4377.02,Alameda,3880,2022
4378,Alameda,4940,2022
4379,Alameda,2032,2022
4380,Alameda,3645,2022
4381,Alameda,7953,2022
4382.01,Alameda,4895,2022
4382.03,Alameda,4091,2022
4382.04,Alameda,6371,2022
4383,Alameda,3899,2022
4384,Alameda,2671,2022
4401,Alameda,2661,2022
4402,Alameda,5641,2022
4403.01,Alameda,7074,2022
4403.04,Alameda,4662,2022
4403.05,Alameda,4064,2022
4403.06,Alameda,3787,2022
4403.07,Alameda,4481,2022
4403.08,Alameda,6011,2022
4403.31,Alameda,3276,2022
4403.32,Alameda,3203,2022
4403.33,Alameda,2732,2022
4403.34,Alameda,4041,2022
4403.36,Alameda,4248,2022
4403.37,Alameda,2852,2022
4403.38,Alameda,4095,2022
4411,Alameda,4632,2022
4412,Alameda,7354,2022
4413.01,Alameda,3330,2022
4413.02,Alameda,5828,2022
4414.01,Alameda,7549,2022
4414.02,Alameda,5344,2022
4415.01,Alameda,5723,2022
4415.03,Alameda,7416,2022
4415.21,Alameda,6016,2022
4415.22,Alameda,5275,2022
4415.23,Alameda,4264,2022
4415.24,Alameda,4111,2022
4415.25,Alameda,1603,2022
4416.01,Alameda,4774,2022
4416.02,Alameda,7509,2022
4417.01,Alameda,3884,2022
4417.02,Alameda,5037,2022
4418,Alameda,6209,2022
4419.21,Alameda,3849,2022
4419.23,Alameda,5777,2022
4419.24,Alameda,7199,2022
4419.26,Alameda,4210,2022
4419.27,Alameda,4229,2022
4419.28,Alameda,3736,2022
4419.29,Alameda,3064,2022
4420,Alameda,2979,2022
4421,Alameda,5327,2022
4422,Alameda,7293,2022
4423.01,Alameda,5397,2022
4423.02,Alameda,6186,2022
4424,Alameda,6417,2022
4425.01,Alameda,3280,2022
4425.02,Alameda,3866,2022
4426.01,Alameda,3924,2022
4426.02,Alameda,4663,2022
4427,Alameda,3139,2022
4428,Alameda,3115,2022
4429,Alameda,7780,2022
4430.01,Alameda,2762,2022
4430.02,Alameda,6599,2022
4431.02,Alameda,4816,2022
4431.03,Alameda,4125,2022
4431.04,Alameda,5567,2022
4431.05,Alameda,4668,2022
4432,Alameda,3611,2022
4433.01,Alameda,4399,2022
4433.21,Alameda,3372,2022
4433.22,Alameda,3311,2022
4441,Alameda,7211,2022
4442,Alameda,6782,2022
4443.01,Alameda,3698,2022
4443.03,Alameda,0,2022
4443.04,Alameda,6408,2022
4444,Alameda,5367,2022
4445,Alameda,6988,2022
4446.01,Alameda,6081,2022
4446.02,Alameda,4935,2022
4501.01,Alameda,6883,2022
4501.02,Alameda,7376,2022
4502,Alameda,5272,2022
4503,Alameda,5374,2022
4504,Alameda,7886,2022
4505.01,Alameda,3400,2022
4505.02,Alameda,6266,2022
4506.01,Alameda,3666,2022
4506.03,Alameda,4897,2022
4506.04,Alameda,4993,2022
4506.05,Alameda,3814,2022
4506.06,Alameda,6028,2022
4506.07,Alameda,5182,2022
4506.08,Alameda,4658,2022
4506.09,Alameda,4928,2022
4507.01,Alameda,8738,2022
4507.41,Alameda,5742,2022
4507.42,Alameda,5495,2022
4507.43,Alameda,7435,2022
4507.44,Alameda,5818,2022
4507.45,Alameda,6295,2022
4507.46,Alameda,3229,2022
4507.50,Alameda,6858,2022
4507.51,Alameda,12662,2022
4507.52,Alameda,9631,2022
4511.02,Alameda,3950,2022
4511.03,Alameda,1361,2022
4511.04,Alameda,7164,2022
4512.01,Alameda,7569,2022
4512.02,Alameda,5482,2022
4513,Alameda,6393,2022
4514.01,Alameda,6166,2022
4514.03,Alameda,2184,2022
4514.04,Alameda,6631,2022
4515.01,Alameda,4496,2022
4515.03,Alameda,6104,2022
4515.04,Alameda,1539,2022
4515.05,Alameda,3159,2022
4515.06,Alameda,3548,2022
4516.01,Alameda,5367,2022
4516.02,Alameda,6909,2022
4517.01,Alameda,2936,2022
4517.03,Alameda,3827,2022
4517.04,Alameda,4320,2022
9819,Alameda,25,2022
9820,Alameda,50,2022
9821,Alameda,923,2022
9832,Alameda,896,2022
9900,Alameda,0,2022
3010,Contra Costa,5329,2022
3020.05,Contra Costa,7539,2022
3020.06,Contra Costa,4183,2022
3020.07,Contra Costa,6652,2022
3020.09,Contra Costa,6806,2022
3020.11,Contra Costa,4915,2022
3020.12,Contra Costa,5810,2022
3020.13,Contra Costa,2961,2022
3020.14,Contra Costa,7602,2022
3031.04,Contra Costa,6060,2022
3031.05,Contra Costa,3326,2022
3031.06,Contra Costa,8245,2022
3031.07,Contra Costa,7260,2022
3032.02,Contra Costa,9146,2022
3032.04,Contra Costa,4735,2022
3032.06,Contra Costa,5452,2022
3032.07,Contra Costa,8270,2022
3032.08,Contra Costa,4060,2022
3032.09,Contra Costa,5340,2022
3032.10,Contra Costa,3598,2022
3032.11,Contra Costa,4679,2022
3040.01,Contra Costa,5895,2022
3040.02,Contra Costa,1997,2022
3040.03,Contra Costa,3279,2022
3040.04,Contra Costa,3634,2022
3040.06,Contra Costa,3292,2022
3040.07,Contra Costa,5509,2022
3050,Contra Costa,7425,2022
3060.02,Contra Costa,4439,2022
3060.03,Contra Costa,5166,2022
3060.04,Contra Costa,3863,2022
3071.01,Contra Costa,4696,2022
3071.02,Contra Costa,5694,2022
3072.01,Contra Costa,4224,2022
3072.02,Contra Costa,4481,2022
3072.04,Contra Costa,4567,2022
3072.05,Contra Costa,7818,2022
3080.01,Contra Costa,7523,2022
3080.02,Contra Costa,4486,2022
3090,Contra Costa,3600,2022
3100,Contra Costa,6257,2022
3110,Contra Costa,5392,2022
3120,Contra Costa,2818,2022
3131.02,Contra Costa,4796,2022
3131.04,Contra Costa,2909,2022
3131.05,Contra Costa,6007,2022
3131.06,Contra Costa,7094,2022
3131.07,Contra Costa,2718,2022
3132.03,Contra Costa,3382,2022
3132.04,Contra Costa,5864,2022
3132.05,Contra Costa,1978,2022
3132.06,Contra Costa,6290,2022
3141.02,Contra Costa,6912,2022
3141.03,Contra Costa,5554,2022
3141.05,Contra Costa,3958,2022
3141.06,Contra Costa,4176,2022
3142,Contra Costa,7185,2022
3150,Contra Costa,3772,2022
3160,Contra Costa,1112,2022
3170,Contra Costa,1934,2022
3180,Contra Costa,3512,2022
3190.01,Contra Costa,4236,2022
3190.02,Contra Costa,3943,2022
3200.01,Contra Costa,3100,2022
3200.03,Contra Costa,3068,2022
3200.04,Contra Costa,6599,2022
3211.01,Contra Costa,6866,2022
3211.02,Contra Costa,6133,2022
3211.03,Contra Costa,4546,2022
3212,Contra Costa,5616,2022
3220,Contra Costa,6755,2022
3230,Contra Costa,4669,2022
3240.02,Contra Costa,4740,2022
3240.03,Contra Costa,3449,2022
3240.04,Contra Costa,2413,2022
3250,Contra Costa,6161,2022
3260,Contra Costa,3639,2022
3270.01,Contra Costa,3479,2022
3270.02,Contra Costa,3833,2022
3280,Contra Costa,2326,2022
3290,Contra Costa,6488,2022
3300,Contra Costa,5587,2022
3310,Contra Costa,7789,2022
3320,Contra Costa,8109,2022
3331.01,Contra Costa,3951,2022
3331.02,Contra Costa,4251,2022
3332,Contra Costa,5866,2022
3340.01,Contra Costa,3960,2022
3340.06,Contra Costa,4731,2022
3340.07,Contra Costa,3435,2022
3340.08,Contra Costa,3793,2022
3342,Contra Costa,7547,2022
3350,Contra Costa,3612,2022
3361.01,Contra Costa,4438,2022
3361.03,Contra Costa,4862,2022
3361.04,Contra Costa,2539,2022
3362.01,Contra Costa,3376,2022
3362.02,Contra Costa,6012,2022
3371,Contra Costa,3160,2022
3372.01,Contra Costa,3139,2022
3372.02,Contra Costa,5515,2022
3373,Contra Costa,5994,2022
3381.01,Contra Costa,5543,2022
3381.02,Contra Costa,3231,2022
3382.01,Contra Costa,4019,2022
3382.03,Contra Costa,5431,2022
3382.04,Contra Costa,6600,2022
3383.01,Contra Costa,2910,2022
3383.02,Contra Costa,5513,2022
3390.01,Contra Costa,3659,2022
3390.03,Contra Costa,4153,2022
3390.04,Contra Costa,3319,2022
3400.01,Contra Costa,6118,2022
3400.03,Contra Costa,3718,2022
3400.04,Contra Costa,3940,2022
3410,Contra Costa,4760,2022
3430.01,Contra Costa,5940,2022
3430.02,Contra Costa,4658,2022
3430.03,Contra Costa,3847,2022
3451.01,Contra Costa,6622,2022
3451.02,Contra Costa,4533,2022
3451.03,Contra Costa,5286,2022
3451.05,Contra Costa,6233,2022
3451.11,Contra Costa,5850,2022
3451.12,Contra Costa,7723,2022
3451.13,Contra Costa,4767,2022
3451.14,Contra Costa,6571,2022
3451.15,Contra Costa,6758,2022
3451.16,Contra Costa,2961,2022
3451.17,Contra Costa,4652,2022
3451.18,Contra Costa,3525,2022
3452.03,Contra Costa,6954,2022
3452.04,Contra Costa,3152,2022
3452.05,Contra Costa,5779,2022
3452.06,Contra Costa,3622,2022
3461.01,Contra Costa,3364,2022
3461.02,Contra Costa,5396,2022
3462.03,Contra Costa,4033,2022
3462.04,Contra Costa,7894,2022
3462.05,Contra Costa,4325,2022
3462.06,Contra Costa,3216,2022
3470,Contra Costa,6724,2022
3480,Contra Costa,4819,2022
3490,Contra Costa,5815,2022
3500,Contra Costa,6150,2022
3511.01,Contra Costa,2737,2022
3511.03,Contra Costa,1929,2022
3511.04,Contra Costa,1667,2022
3511.05,Contra Costa,1814,2022
3512,Contra Costa,5525,2022
3521.01,Contra Costa,3628,2022
3521.02,Contra Costa,5187,2022
3522.01,Contra Costa,6070,2022
3522.02,Contra Costa,2674,2022
3530.01,Contra Costa,4420,2022
3530.02,Contra Costa,4182,2022
3540.01,Contra Costa,2396,2022
3540.02,Contra Costa,6943,2022
3551.07,Contra Costa,5607,2022
3551.09,Contra Costa,7471,2022
3551.10,Contra Costa,4112,2022
3551.11,Contra Costa,6569,2022
3551.12,Contra Costa,5800,2022
3551.13,Contra Costa,5423,2022
3551.15,Contra Costa,10013,2022
3551.18,Contra Costa,3769,2022
3551.19,Contra Costa,5288,2022
3551.20,Contra Costa,4036,2022
3551.21,Contra Costa,6409,2022
3551.22,Contra Costa,5559,2022
3551.23,Contra Costa,3333,2022
3551.24,Contra Costa,4601,2022
3551.25,Contra Costa,4096,2022
3551.26,Contra Costa,5773,2022
3552.01,Contra Costa,8114,2022
3552.02,Contra Costa,3981,2022
3553.02,Contra Costa,3454,2022
3553.06,Contra Costa,4550,2022
3553.07,Contra Costa,4397,2022
3553.08,Contra Costa,3570,2022
3553.09,Contra Costa,5150,2022
3553.10,Contra Costa,3070,2022
3560.01,Contra Costa,4025,2022
3560.02,Contra Costa,5688,2022
3570,Contra Costa,3458,2022
3580,Contra Costa,5859,2022
3591.02,Contra Costa,5061,2022
3591.03,Contra Costa,5435,2022
3591.04,Contra Costa,2537,2022
3591.05,Contra Costa,4927,2022
3592.02,Contra Costa,6819,2022
3592.03,Contra Costa,7200,2022
3592.04,Contra Costa,4340,2022
3601.01,Contra Costa,4224,2022
3601.02,Contra Costa,5030,2022
3602,Contra Costa,5482,2022
3610,Contra Costa,4973,2022
3620,Contra Costa,2832,2022
3630,Contra Costa,7793,2022
3640.02,Contra Costa,5426,2022
3650.02,Contra Costa,5171,2022
3650.03,Contra Costa,5416,2022
3660.01,Contra Costa,4690,2022
3660.02,Contra Costa,6876,2022
3671,Contra Costa,5773,2022
3672,Contra Costa,5869,2022
3680.01,Contra Costa,5013,2022
3680.02,Contra Costa,4102,2022
3690.01,Contra Costa,7347,2022
3690.02,Contra Costa,2728,2022
3700,Contra Costa,2960,2022
3710,Contra Costa,5776,2022
3720,Contra Costa,7610,2022
3730,Contra Costa,4386,2022
3740,Contra Costa,4687,2022
3750,Contra Costa,5271,2022
3760,Contra Costa,6712,2022
3770,Contra Costa,7826,2022
3780,Contra Costa,3887,2022
3790,Contra Costa,8383,2022
3800.01,Contra Costa,2896,2022
3800.02,Contra Costa,3470,2022
3810,Contra Costa,6703,2022
3820,Contra Costa,8477,2022
3830,Contra Costa,5848,2022
3840,Contra Costa,3826,2022
3851,Contra Costa,3100,2022
3852,Contra Costa,1413,2022
3860,Contra Costa,3758,2022
3870,Contra Costa,3090,2022
3880,Contra Costa,2711,2022
3891,Contra Costa,2455,2022
3892,Contra Costa,1955,2022
3901,Contra Costa,2225,2022
3902,Contra Costa,1820,2022
3910,Contra Costa,2568,2022
3920,Contra Costa,2588,2022
3922.01,Contra Costa,4867,2022
3922.02,Contra Costa,4724,2022
3923,Contra Costa,3754,2022
9800,Contra Costa,507,2022
9900,Contra Costa,0,2022
1011,Marin,2496,2022
1012,Marin,2770,2022
1021,Marin,2105,2022
1022.02,Marin,5393,2022
1022.03,Marin,5486,2022
1031,Marin,7228,2022
1032,Marin,7457,2022
1041.02,Marin,5274,2022
1041.03,Marin,2884,2022
1041.04,Marin,5173,2022
1042,Marin,5668,2022
1043,Marin,1742,2022
1050.01,Marin,4324,2022
1050.02,Marin,3030,2022
1060.01,Marin,5466,2022
1060.02,Marin,5991,2022
1070,Marin,6334,2022
1081,Marin,6701,2022
1082.01,Marin,2365,2022
1082.02,Marin,4777,2022
1090.01,Marin,3864,2022
1090.02,Marin,4345,2022
1101,Marin,5703,2022
1102,Marin,5261,2022
1110.01,Marin,850,2022
1110.02,Marin,4018,2022
1121,Marin,4352,2022
1122.02,Marin,5808,2022
1122.03,Marin,2498,2022
1122.04,Marin,4266,2022
1130,Marin,3612,2022
1141,Marin,5031,2022
1142,Marin,3352,2022
1150,Marin,7965,2022
1160,Marin,3143,2022
1170,Marin,4452,2022
1181,Marin,2537,2022
1191,Marin,5149,2022
1192.01,Marin,3812,2022
1192.02,Marin,3704,2022
1200.01,Marin,1615,2022
1200.02,Marin,4780,2022
1211,Marin,5749,2022
1212,Marin,6256,2022
1220,Marin,1559,2022
1230,Marin,2312,2022
1241,Marin,5430,2022
1242,Marin,5703,2022
1250,Marin,4534,2022
1261,Marin,6105,2022
1262,Marin,4180,2022
1270,Marin,4588,2022
1281,Marin,7360,2022
1282,Marin,5297,2022
1290,Marin,2922,2022
1302.01,Marin,3367,2022
1302.03,Marin,2100,2022
1302.04,Marin,2448,2022
1311,Marin,1286,2022
1321,Marin,1742,2022
1322,Marin,1806,2022
1330,Marin,2960,2022
9901,Marin,0,2022
2002.01,Napa,3906,2022
2002.02,Napa,2089,2022
2002.03,Napa,2062,2022
2003.01,Napa,6120,2022
2003.02,Napa,2716,2022
2004,Napa,3440,2022
2005.01,Napa,5648,2022
2005.03,Napa,1785,2022
2005.04,Napa,5956,2022
2005.05,Napa,2857,2022
2006.01,Napa,4949,2022
2006.02,Napa,4482,2022
2007.03,Napa,3036,2022
2007.04,Napa,4930,2022
2007.05,Napa,2846,2022
2007.06,Napa,3132,2022
2007.07,Napa,3508,2022
2008.02,Napa,6458,2022
2008.03,Napa,2236,2022
2008.04,Napa,5411,2022
2009,Napa,438,2022
2010.03,Napa,5018,2022
2010.04,Napa,6844,2022
2010.05,Napa,2688,2022
2010.06,Napa,3436,2022
2010.07,Napa,3991,2022
2011.01,Napa,1894,2022
2011.02,Napa,2053,2022
2012,Napa,4587,2022
2013,Napa,3397,2022
2014.01,Napa,2548,2022
2014.02,Napa,2415,2022
2014.03,Napa,739,2022
2015,Napa,1668,2022
2016.01,Napa,2446,2022
2016.02,Napa,2980,2022
2017,Napa,4494,2022
2018,Napa,1480,2022
2019,Napa,1510,2022
2020,Napa,5191,2022
101.01,San Francisco,2121,2022
101.02,San Francisco,1908,2022
102.01,San Francisco,2473,2022
102.02,San Francisco,1859,2022
103,San Francisco,3925,2022
104.01,San Francisco,2437,2022
104.02,San Francisco,2077,2022
105,San Francisco,3108,2022
106,San Francisco,3197,2022
107.01,San Francisco,3424,2022
107.02,San Francisco,1458,2022
108,San Francisco,4613,2022
109.01,San Francisco,2007,2022
109.02,San Francisco,2502,2022
110.01,San Francisco,2618,2022
110.02,San Francisco,1907,2022
111.01,San Francisco,2502,2022
111.02,San Francisco,2218,2022
112,San Francisco,2865,2022
113,San Francisco,2862,2022
117,San Francisco,2056,2022
118,San Francisco,1695,2022
119.01,San Francisco,2387,2022
119.02,San Francisco,2650,2022
120.01,San Francisco,1912,2022
120.02,San Francisco,2102,2022
121,San Francisco,3513,2022
122.02,San Francisco,2978,2022
122.03,San Francisco,1763,2022
122.04,San Francisco,2720,2022
123.01,San Francisco,1901,2022
123.02,San Francisco,2614,2022
124.03,San Francisco,2431,2022
124.04,San Francisco,2586,2022
124.05,San Francisco,3921,2022
124.06,San Francisco,1533,2022
125.02,San Francisco,4629,2022
125.03,San Francisco,4368,2022
125.04,San Francisco,612,2022
126.01,San Francisco,2164,2022
126.02,San Francisco,2768,2022
127,San Francisco,4021,2022
128.01,San Francisco,2591,2022
128.02,San Francisco,2027,2022
129.01,San Francisco,2816,2022
129.02,San Francisco,3322,2022
130.01,San Francisco,1592,2022
130.02,San Francisco,2609,2022
131.01,San Francisco,4269,2022
131.02,San Francisco,2731,2022
132,San Francisco,3931,2022
133,San Francisco,4284,2022
134.01,San Francisco,1370,2022
134.02,San Francisco,2107,2022
135,San Francisco,2471,2022
151,San Francisco,2799,2022
152.01,San Francisco,1612,2022
152.02,San Francisco,2212,2022
153,San Francisco,2293,2022
154.01,San Francisco,3338,2022
154.02,San Francisco,2848,2022
155,San Francisco,3708,2022
156,San Francisco,2988,2022
157.01,San Francisco,4926,2022
157.02,San Francisco,3273,2022
158.01,San Francisco,3394,2022
158.02,San Francisco,3340,2022
159,San Francisco,5245,2022
160,San Francisco,2460,2022
161.01,San Francisco,2355,2022
161.02,San Francisco,2618,2022
162,San Francisco,3230,2022
163,San Francisco,3942,2022
164,San Francisco,4162,2022
165,San Francisco,5317,2022
166.01,San Francisco,3202,2022
166.02,San Francisco,2098,2022
167,San Francisco,5277,2022
168.01,San Francisco,3898,2022
168.02,San Francisco,3807,2022
169,San Francisco,3061,2022
170,San Francisco,4262,2022
171.01,San Francisco,4250,2022
171.02,San Francisco,3646,2022
176.02,San Francisco,3199,2022
176.03,San Francisco,4815,2022
176.04,San Francisco,3146,2022
177,San Francisco,2080,2022
178.01,San Francisco,3582,2022
178.03,San Francisco,2523,2022
178.04,San Francisco,3482,2022
179.03,San Francisco,3136,2022
180,San Francisco,3774,2022
201.01,San Francisco,3924,2022
201.02,San Francisco,3310,2022
202.01,San Francisco,1920,2022
202.02,San Francisco,4113,2022
203,San Francisco,3474,2022
204.01,San Francisco,3248,2022
204.02,San Francisco,4169,2022
205,San Francisco,2970,2022
206.01,San Francisco,3044,2022
206.02,San Francisco,2564,2022
207.01,San Francisco,3139,2022
207.02,San Francisco,2248,2022
208.01,San Francisco,3743,2022
208.02,San Francisco,2523,2022
209,San Francisco,4098,2022
210,San Francisco,3820,2022
211,San Francisco,3959,2022
212,San Francisco,2984,2022
213,San Francisco,2663,2022
214,San Francisco,3500,2022
215,San Francisco,5559,2022
216,San Francisco,4414,2022
217,San Francisco,4602,2022
218,San Francisco,4121,2022
226,San Francisco,3849,2022
227.02,San Francisco,2152,2022
227.04,San Francisco,3716,2022
228.01,San Francisco,4950,2022
228.02,San Francisco,2369,2022
228.03,San Francisco,4430,2022
229.01,San Francisco,4386,2022
229.02,San Francisco,2096,2022
229.03,San Francisco,2850,2022
230.01,San Francisco,5719,2022
230.03,San Francisco,4157,2022
231.02,San Francisco,3569,2022
231.03,San Francisco,4456,2022
232,San Francisco,4222,2022
233,San Francisco,3950,2022
234,San Francisco,4039,2022
251,San Francisco,3408,2022
252,San Francisco,5457,2022
253,San Francisco,4545,2022
254.01,San Francisco,3819,2022
254.02,San Francisco,3294,2022
254.03,San Francisco,4244,2022
255.01,San Francisco,4397,2022
255.02,San Francisco,3846,2022
256,San Francisco,5027,2022
257.01,San Francisco,5331,2022
257.02,San Francisco,4153,2022
258,San Francisco,2129,2022
259,San Francisco,4128,2022
260.01,San Francisco,6416,2022
260.02,San Francisco,3683,2022
260.03,San Francisco,4920,2022
260.04,San Francisco,3839,2022
261,San Francisco,6879,2022
262.01,San Francisco,3651,2022
262.02,San Francisco,3863,2022
263.01,San Francisco,5345,2022
263.02,San Francisco,5004,2022
263.03,San Francisco,4612,2022
264.01,San Francisco,3842,2022
264.02,San Francisco,4755,2022
264.03,San Francisco,3581,2022
264.04,San Francisco,2507,2022
301.01,San Francisco,4792,2022
301.02,San Francisco,4726,2022
302.01,San Francisco,4131,2022
302.02,San Francisco,4209,2022
303.01,San Francisco,6129,2022
303.02,San Francisco,3742,2022
304,San Francisco,5262,2022
305,San Francisco,3787,2022
306,San Francisco,2348,2022
307,San Francisco,6910,2022
308,San Francisco,5907,2022
309,San Francisco,6627,2022
310,San Francisco,4140,2022
311,San Francisco,6286,2022
312.01,San Francisco,6341,2022
312.02,San Francisco,2804,2022
313.01,San Francisco,3868,2022
313.02,San Francisco,4536,2022
314.01,San Francisco,2533,2022
314.02,San Francisco,4545,2022
326.01,San Francisco,4915,2022
326.02,San Francisco,4344,2022
327,San Francisco,6721,2022
328.01,San Francisco,3831,2022
328.02,San Francisco,4454,2022
329.01,San Francisco,5064,2022
329.02,San Francisco,3907,2022
330.01,San Francisco,4075,2022
330.02,San Francisco,4288,2022
331,San Francisco,3980,2022
332.01,San Francisco,3730,2022
332.03,San Francisco,3313,2022
332.04,San Francisco,3620,2022
351.01,San Francisco,4018,2022
351.02,San Francisco,4458,2022
352.01,San Francisco,5305,2022
352.02,San Francisco,4878,2022
353,San Francisco,7157,2022
354,San Francisco,7431,2022
401,San Francisco,4228,2022
402,San Francisco,5464,2022
426.01,San Francisco,4126,2022
426.02,San Francisco,2842,2022
427,San Francisco,5229,2022
428,San Francisco,2348,2022
451,San Francisco,4838,2022
452.01,San Francisco,3104,2022
452.02,San Francisco,3358,2022
476,San Francisco,5121,2022
477.01,San Francisco,4848,2022
477.02,San Francisco,3654,2022
478.01,San Francisco,4613,2022
478.02,San Francisco,3664,2022
479.02,San Francisco,3350,2022
479.03,San Francisco,3981,2022
479.04,San Francisco,3145,2022
601,San Francisco,3952,2022
604,San Francisco,1866,2022
605.02,San Francisco,3361,2022
607.01,San Francisco,7879,2022
607.02,San Francisco,1945,2022
607.03,San Francisco,6256,2022
610,San Francisco,4890,2022
611.01,San Francisco,1861,2022
611.02,San Francisco,2393,2022
612,San Francisco,4006,2022
614.01,San Francisco,2989,2022
614.02,San Francisco,2331,2022
615.01,San Francisco,1656,2022
615.02,San Francisco,1901,2022
615.03,San Francisco,3205,2022
615.04,San Francisco,1567,2022
615.05,San Francisco,1061,2022
615.06,San Francisco,4541,2022
615.07,San Francisco,1772,2022
615.08,San Francisco,2222,2022
9802,San Francisco,186,2022
9803,San Francisco,38,2022
9804.01,San Francisco,0,2022
9805.01,San Francisco,129,2022
9806,San Francisco,1172,2022
9809,San Francisco,315,2022
9901,San Francisco,0,2022
9902,San Francisco,0,2022
6001,San Mateo,5175,2022
6002,San Mateo,4246,2022
6003,San Mateo,4088,2022
6004.01,San Mateo,3278,2022
6004.02,San Mateo,4688,2022
6005.01,San Mateo,3793,2022
6005.02,San Mateo,3908,2022
6006,San Mateo,4845,2022
6007.01,San Mateo,3620,2022
6007.02,San Mateo,2724,2022
6008,San Mateo,8390,2022
6009,San Mateo,4035,2022
6010,San Mateo,7202,2022
6011,San Mateo,6277,2022
6012,San Mateo,6754,2022
6013.01,San Mateo,3726,2022
6013.02,San Mateo,4975,2022
6014,San Mateo,6884,2022
6015.01,San Mateo,5503,2022
6015.02,San Mateo,5451,2022
6016.01,San Mateo,2654,2022
6016.03,San Mateo,6251,2022
6016.04,San Mateo,2431,2022
6016.05,San Mateo,5947,2022
6017,San Mateo,4561,2022
6018,San Mateo,6141,2022
6019.01,San Mateo,4080,2022
6019.02,San Mateo,5664,2022
6020.01,San Mateo,3946,2022
6020.02,San Mateo,4036,2022
6021,San Mateo,3484,2022
6022.01,San Mateo,4761,2022
6022.02,San Mateo,3142,2022
6023,San Mateo,4419,2022
6024,San Mateo,7636,2022
6025,San Mateo,5293,2022
6026.01,San Mateo,4096,2022
6026.02,San Mateo,4370,2022
6027,San Mateo,5702,2022
6028,San Mateo,4734,2022
6029,San Mateo,3703,2022
6030,San Mateo,4575,2022
6031,San Mateo,3368,2022
6032,San Mateo,3733,2022
6033,San Mateo,6427,2022
6034,San Mateo,5819,2022
6037,San Mateo,5644,2022
6038.01,San Mateo,1992,2022
6038.02,San Mateo,5530,2022
6039,San Mateo,5633,2022
6040,San Mateo,3273,2022
6041.02,San Mateo,3164,2022
6041.03,San Mateo,4344,2022
6041.04,San Mateo,3862,2022
6042,San Mateo,4055,2022
6044,San Mateo,5314,2022
6045,San Mateo,3756,2022
6046,San Mateo,2565,2022
6047,San Mateo,2801,2022
6048,San Mateo,5349,2022
6049,San Mateo,3040,2022
6050,San Mateo,8194,2022
6051,San Mateo,2927,2022
6052,San Mateo,3623,2022
6053,San Mateo,5149,2022
6054,San Mateo,6790,2022
6055.01,San Mateo,2918,2022
6055.02,San Mateo,2599,2022
6056,San Mateo,6032,2022
6057,San Mateo,5226,2022
6058,San Mateo,2723,2022
6059.01,San Mateo,2815,2022
6059.02,San Mateo,3061,2022
6060,San Mateo,5476,2022
6061,San Mateo,5091,2022
6062.01,San Mateo,3731,2022
6062.02,San Mateo,3805,2022
6063,San Mateo,3817,2022
6064,San Mateo,4739,2022
6065,San Mateo,3479,2022
6066,San Mateo,3838,2022
6067,San Mateo,2497,2022
6068,San Mateo,3809,2022
6069,San Mateo,2797,2022
