Tract ID,County,Estimate!!Total,Year
106,San Francisco,3604,2015
107,San Francisco,5302,2015
108,San Francisco,5065,2015
109,San Francisco,4535,2015
110,San Francisco,5085,2015
111,San Francisco,4940,2015
112,San Francisco,3281,2015
113,San Francisco,2885,2015
117,San Francisco,1635,2015
118,San Francisco,1622,2015
119.01,San Francisco,2561,2015
119.02,San Francisco,2786,2015
120,San Francisco,3776,2015
121,San Francisco,3973,2015
122.01,San Francisco,4845,2015
122.02,San Francisco,3295,2015
123.01,San Francisco,1996,2015
123.02,San Francisco,2468,2015
124.01,San Francisco,4787,2015
124.02,San Francisco,3600,2015
125.01,San Francisco,3728,2015
125.02,San Francisco,4101,2015
126.01,San Francisco,2334,2015
126.02,San Francisco,2943,2015
127,San Francisco,3760,2015
128,San Francisco,5128,2015
129.01,San Francisco,2587,2015
129.02,San Francisco,3537,2015
130,San Francisco,4626,2015
131.01,San Francisco,4071,2015
131.02,San Francisco,2823,2015
132,San Francisco,4796,2015
133,San Francisco,4497,2015
134,San Francisco,4026,2015
135,San Francisco,2580,2015
151,San Francisco,2175,2015
152,San Francisco,4300,2015
153,San Francisco,2141,2015
154,San Francisco,6080,2015
155,San Francisco,3633,2015
156,San Francisco,3323,2015
157,San Francisco,8403,2015
158.01,San Francisco,3997,2015
158.02,San Francisco,3081,2015
159,San Francisco,4077,2015
160,San Francisco,2554,2015
161,San Francisco,5482,2015
162,San Francisco,2733,2015
163,San Francisco,4623,2015
164,San Francisco,4118,2015
165,San Francisco,5708,2015
166,San Francisco,5468,2015
167,San Francisco,4793,2015
168.01,San Francisco,3558,2015
168.02,San Francisco,3011,2015
169,San Francisco,2987,2015
170,San Francisco,3825,2015
171.01,San Francisco,3733,2015
171.02,San Francisco,3764,2015
176.01,San Francisco,7208,2015
177,San Francisco,1763,2015
178.01,San Francisco,3115,2015
178.02,San Francisco,4539,2015
179.02,San Francisco,3187,2015
180,San Francisco,3231,2015
201,San Francisco,5548,2015
202,San Francisco,5925,2015
203,San Francisco,3030,2015
204.01,San Francisco,3139,2015
204.02,San Francisco,4490,2015
205,San Francisco,2738,2015
206,San Francisco,4661,2015
207,San Francisco,5553,2015
208,San Francisco,6302,2015
209,San Francisco,4774,2015
210,San Francisco,4564,2015
211,San Francisco,3984,2015
212,San Francisco,2851,2015
213,San Francisco,2661,2015
214,San Francisco,3697,2015
215,San Francisco,5181,2015
216,San Francisco,4395,2015
217,San Francisco,3975,2015
218,San Francisco,4144,2015
226,San Francisco,1889,2015
227.02,San Francisco,2342,2015
227.04,San Francisco,3250,2015
228.01,San Francisco,5252,2015
228.02,San Francisco,2355,2015
228.03,San Francisco,4832,2015
229.01,San Francisco,5347,2015
229.02,San Francisco,2547,2015
229.03,San Francisco,3111,2015
230.01,San Francisco,5080,2015
230.03,San Francisco,4387,2015
231.02,San Francisco,4667,2015
231.03,San Francisco,2922,2015
232,San Francisco,4355,2015
233,San Francisco,3218,2015
234,San Francisco,2976,2015
251,San Francisco,3422,2015
252,San Francisco,5948,2015
253,San Francisco,4574,2015
254.01,San Francisco,3309,2015
254.02,San Francisco,3080,2015
254.03,San Francisco,5154,2015
255,San Francisco,9303,2015
256,San Francisco,5648,2015
257.01,San Francisco,5074,2015
257.02,San Francisco,4911,2015
258,San Francisco,2035,2015
259,San Francisco,4249,2015
260.01,San Francisco,5751,2015
260.02,San Francisco,3497,2015
260.03,San Francisco,4976,2015
260.04,San Francisco,5015,2015
261,San Francisco,6934,2015
262,San Francisco,7746,2015
263.01,San Francisco,4750,2015
263.02,San Francisco,4785,2015
263.03,San Francisco,5218,2015
264.01,San Francisco,3937,2015
264.02,San Francisco,4407,2015
264.03,San Francisco,3655,2015
264.04,San Francisco,2377,2015
301.01,San Francisco,4895,2015
301.02,San Francisco,5095,2015
302.01,San Francisco,4233,2015
302.02,San Francisco,4467,2015
303.01,San Francisco,6101,2015
303.02,San Francisco,4171,2015
304,San Francisco,5373,2015
305,San Francisco,2820,2015
306,San Francisco,2243,2015
307,San Francisco,6952,2015
308,San Francisco,5681,2015
309,San Francisco,6788,2015
310,San Francisco,3674,2015
311,San Francisco,6616,2015
312.01,San Francisco,7110,2015
312.02,San Francisco,3213,2015
313.01,San Francisco,4594,2015
313.02,San Francisco,6376,2015
314,San Francisco,6968,2015
326.01,San Francisco,4638,2015
326.02,San Francisco,4523,2015
327,San Francisco,6950,2015
328.01,San Francisco,4171,2015
328.02,San Francisco,4060,2015
329.01,San Francisco,5608,2015
329.02,San Francisco,4264,2015
330,San Francisco,8227,2015
331,San Francisco,4630,2015
332.01,San Francisco,3967,2015
332.03,San Francisco,3935,2015
332.04,San Francisco,3933,2015
351,San Francisco,8691,2015
352.01,San Francisco,5775,2015
352.02,San Francisco,4571,2015
353,San Francisco,7395,2015
354,San Francisco,7022,2015
401,San Francisco,4491,2015
402,San Francisco,5711,2015
426.01,San Francisco,4027,2015
426.02,San Francisco,3375,2015
427,San Francisco,5049,2015
428,San Francisco,2491,2015
451,San Francisco,4964,2015
452,San Francisco,7259,2015
476,San Francisco,5451,2015
477.01,San Francisco,4259,2015
477.02,San Francisco,4121,2015
478.01,San Francisco,4186,2015
478.02,San Francisco,4065,2015
479.01,San Francisco,6865,2015
479.02,San Francisco,3722,2015
601,San Francisco,3681,2015
604,San Francisco,1634,2015
605.02,San Francisco,3417,2015
607,San Francisco,9979,2015
610,San Francisco,4587,2015
611,San Francisco,4527,2015
612,San Francisco,4296,2015
614,San Francisco,6140,2015
615,San Francisco,12511,2015
9802,San Francisco,330,2015
9803,San Francisco,78,2015
9804.01,San Francisco,0,2015
9805.01,San Francisco,880,2015
9806,San Francisco,487,2015
9809,San Francisco,271,2015
9901,San Francisco,0,2015
6001,San Mateo,5082,2015
6002,San Mateo,4273,2015
6003,San Mateo,3964,2015
6004.01,San Mateo,3394,2015
6004.02,San Mateo,4868,2015
6005,San Mateo,7745,2015
6006,San Mateo,5736,2015
6007,San Mateo,7447,2015
6008,San Mateo,7211,2015
6009,San Mateo,4111,2015
6010,San Mateo,6588,2015
6011,San Mateo,5992,2015
6012,San Mateo,6900,2015
6013,San Mateo,8699,2015
6014,San Mateo,7264,2015
6015.01,San Mateo,5283,2015
6015.02,San Mateo,5575,2015
6016.01,San Mateo,2774,2015
6016.03,San Mateo,6050,2015
6016.04,San Mateo,2822,2015
6016.05,San Mateo,6414,2015
6017,San Mateo,4511,2015
6018,San Mateo,6683,2015
6019.01,San Mateo,4653,2015
6019.02,San Mateo,5487,2015
6020,San Mateo,8326,2015
6021,San Mateo,3403,2015
6022,San Mateo,7798,2015
6023,San Mateo,3847,2015
6024,San Mateo,7287,2015
6025,San Mateo,5747,2015
6026,San Mateo,8041,2015
6027,San Mateo,5861,2015
6028,San Mateo,4508,2015
6029,San Mateo,3751,2015
6030,San Mateo,4595,2015
6031,San Mateo,3441,2015
6032,San Mateo,3790,2015
6033,San Mateo,6899,2015
6034,San Mateo,5890,2015
6037,San Mateo,5906,2015
6038.01,San Mateo,2311,2015
6038.02,San Mateo,5074,2015
6039,San Mateo,5388,2015
6040,San Mateo,3324,2015
6041.01,San Mateo,7900,2015
6041.02,San Mateo,2845,2015
6042,San Mateo,4178,2015
6044,San Mateo,4972,2015
6045,San Mateo,3681,2015
6046,San Mateo,2818,2015
6047,San Mateo,2658,2015
6048,San Mateo,4967,2015
6049,San Mateo,3320,2015
6050,San Mateo,8503,2015
6051,San Mateo,3101,2015
6052,San Mateo,3841,2015
6053,San Mateo,4794,2015
6054,San Mateo,5617,2015
6055,San Mateo,5343,2015
6056,San Mateo,5861,2015
6057,San Mateo,5392,2015
6058,San Mateo,2608,2015
6059,San Mateo,6119,2015
6060,San Mateo,5682,2015
6061,San Mateo,4488,2015
6062,San Mateo,8555,2015
6063,San Mateo,4607,2015
6064,San Mateo,5134,2015
6065,San Mateo,3438,2015
6066,San Mateo,3714,2015
6067,San Mateo,2345,2015
6068,San Mateo,3462,2015
6069,San Mateo,2451,2015
6070,San Mateo,3314,2015
6071,San Mateo,3062,2015
6072,San Mateo,3987,2015
6073,San Mateo,3502,2015
6074,San Mateo,4744,2015
6075,San Mateo,4162,2015
6076,San Mateo,3416,2015
6077.01,San Mateo,4449,2015
6077.02,San Mateo,2918,2015
6078,San Mateo,3187,2015
6079,San Mateo,3115,2015
6080.01,San Mateo,3652,2015
6080.02,San Mateo,3420,2015
6080.04,San Mateo,6800,2015
6080.13,San Mateo,4581,2015
6080.23,San Mateo,2661,2015
6081,San Mateo,3832,2015
6082,San Mateo,3862,2015
6083,San Mateo,3569,2015
6084,San Mateo,5568,2015
6085.01,San Mateo,4925,2015
6085.02,San Mateo,2600,2015
6086,San Mateo,4472,2015
6087,San Mateo,7269,2015
6088,San Mateo,5903,2015
6089,San Mateo,6906,2015
6090,San Mateo,2568,2015
6091,San Mateo,1689,2015
6092.01,San Mateo,3653,2015
6092.02,San Mateo,4174,2015
6093,San Mateo,3505,2015
6094,San Mateo,3532,2015
6095,San Mateo,5050,2015
6096.01,San Mateo,2925,2015
6096.02,San Mateo,1614,2015
6096.03,San Mateo,5335,2015
6097,San Mateo,4428,2015
6098,San Mateo,4671,2015
6099,San Mateo,3069,2015
6100,San Mateo,4589,2015
6101,San Mateo,2401,2015
6102.01,San Mateo,6123,2015
6102.02,San Mateo,2217,2015
6102.03,San Mateo,3980,2015
6103.02,San Mateo,2577,2015
6103.03,San Mateo,8011,2015
6103.04,San Mateo,4230,2015
6104,San Mateo,6308,2015
6105,San Mateo,5180,2015
6106.01,San Mateo,5980,2015
6106.02,San Mateo,3633,2015
6107,San Mateo,5011,2015
6108,San Mateo,5183,2015
6109,San Mateo,7200,2015
6110,San Mateo,6109,2015
6111,San Mateo,6412,2015
6112,San Mateo,3040,2015
6113,San Mateo,5105,2015
6114,San Mateo,4419,2015
6115,San Mateo,2662,2015
6116,San Mateo,2261,2015
6117,San Mateo,5395,2015
6118,San Mateo,4268,2015
6119,San Mateo,10170,2015
6120,San Mateo,7761,2015
6121,San Mateo,8161,2015
6125,San Mateo,4210,2015
6126,San Mateo,4627,2015
6127,San Mateo,2113,2015
6128,San Mateo,3242,2015
6129,San Mateo,4485,2015
6130,San Mateo,3479,2015
6132,San Mateo,6853,2015
6133,San Mateo,2751,2015
6134,San Mateo,3244,2015
6135.01,San Mateo,4825,2015
6135.02,San Mateo,6047,2015
6136,San Mateo,6607,2015
6137,San Mateo,8585,2015
6138,San Mateo,3809,2015
6139,San Mateo,6674,2015
6140,San Mateo,5598,2015
9843,San Mateo,0,2015
9901,San Mateo,0,2015
5001,Santa Clara,7499,2015
5002,Santa Clara,5777,2015
5003,Santa Clara,3633,2015
5004,Santa Clara,2435,2015
5005,Santa Clara,5581,2015
5006,Santa Clara,4885,2015
5008,Santa Clara,3470,2015
5009.01,Santa Clara,3890,2015
5009.02,Santa Clara,5963,2015
5010,Santa Clara,4361,2015
5011.01,Santa Clara,4428,2015
5011.02,Santa Clara,4883,2015
5012,Santa Clara,4788,2015
5013,Santa Clara,4557,2015
5014.01,Santa Clara,3343,2015
5014.02,Santa Clara,3205,2015
5015.01,Santa Clara,5013,2015
5015.02,Santa Clara,4367,2015
5016,Santa Clara,6879,2015
5017,Santa Clara,5024,2015
5018,Santa Clara,5151,2015
5019,Santa Clara,5192,2015
5020.01,Santa Clara,5908,2015
5020.02,Santa Clara,5209,2015
5021.01,Santa Clara,5164,2015
5021.02,Santa Clara,7974,2015
5022.01,Santa Clara,6862,2015
5022.02,Santa Clara,3354,2015
5023.01,Santa Clara,3458,2015
5023.02,Santa Clara,2813,2015
5024,Santa Clara,6862,2015
5025,Santa Clara,6454,2015
5026.01,Santa Clara,2857,2015
5026.03,Santa Clara,2493,2015
5026.04,Santa Clara,3937,2015
5027.01,Santa Clara,4826,2015
5027.02,Santa Clara,7880,2015
5028,Santa Clara,4208,2015
5029.01,Santa Clara,6480,2015
5029.02,Santa Clara,7424,2015
5029.03,Santa Clara,5237,2015
5029.06,Santa Clara,4426,2015
5029.07,Santa Clara,3804,2015
5029.08,Santa Clara,6677,2015
5029.09,Santa Clara,5438,2015
5029.10,Santa Clara,3455,2015
5030.01,Santa Clara,4263,2015
5030.02,Santa Clara,3627,2015
5030.03,Santa Clara,5457,2015
5031.05,Santa Clara,2482,2015
5031.08,Santa Clara,7980,2015
5031.10,Santa Clara,5243,2015
5031.11,Santa Clara,5227,2015
5031.12,Santa Clara,4118,2015
5031.13,Santa Clara,5188,2015
5031.15,Santa Clara,6528,2015
5031.16,Santa Clara,5156,2015
5031.17,Santa Clara,3355,2015
5031.18,Santa Clara,5557,2015
5031.21,Santa Clara,4606,2015
5031.22,Santa Clara,3019,2015
5031.23,Santa Clara,3835,2015
5032.04,Santa Clara,9189,2015
5032.07,Santa Clara,4327,2015
5032.08,Santa Clara,4404,2015
5032.10,Santa Clara,4419,2015
5032.11,Santa Clara,5053,2015
5032.12,Santa Clara,4323,2015
5032.13,Santa Clara,4281,2015
5032.14,Santa Clara,8068,2015
5032.17,Santa Clara,4713,2015
5032.18,Santa Clara,4684,2015
5033.04,Santa Clara,7059,2015
5033.05,Santa Clara,6440,2015
5033.06,Santa Clara,4421,2015
5033.12,Santa Clara,3725,2015
5033.13,Santa Clara,4537,2015
5033.15,Santa Clara,8152,2015
5033.21,Santa Clara,4852,2015
5033.22,Santa Clara,4214,2015
5033.23,Santa Clara,4821,2015
5033.24,Santa Clara,3606,2015
5033.25,Santa Clara,5021,2015
5033.26,Santa Clara,7236,2015
5033.27,Santa Clara,5121,2015
5033.29,Santa Clara,3673,2015
5033.30,Santa Clara,8379,2015
5033.31,Santa Clara,3484,2015
5033.32,Santa Clara,5301,2015
5033.33,Santa Clara,4607,2015
5033.34,Santa Clara,8630,2015
5033.36,Santa Clara,3666,2015
5033.37,Santa Clara,3720,2015
5034.01,Santa Clara,4544,2015
5034.02,Santa Clara,6087,2015
5035.04,Santa Clara,6012,2015
5035.06,Santa Clara,6180,2015
5035.07,Santa Clara,2510,2015
5035.08,Santa Clara,6931,2015
5035.09,Santa Clara,3959,2015
5035.10,Santa Clara,6019,2015
5035.11,Santa Clara,3839,2015
5036.01,Santa Clara,2985,2015
5036.02,Santa Clara,5336,2015
5037.03,Santa Clara,4143,2015
5037.07,Santa Clara,5841,2015
5037.08,Santa Clara,2584,2015
5037.09,Santa Clara,6029,2015
5037.10,Santa Clara,3922,2015
5037.11,Santa Clara,5139,2015
5037.12,Santa Clara,4093,2015
5037.13,Santa Clara,3014,2015
5038.02,Santa Clara,8038,2015
5038.03,Santa Clara,4870,2015
5038.04,Santa Clara,5805,2015
5039.02,Santa Clara,5530,2015
5039.03,Santa Clara,3722,2015
5040.01,Santa Clara,6332,2015
5040.02,Santa Clara,6264,2015
5041.01,Santa Clara,4853,2015
5041.02,Santa Clara,6244,2015
5042.01,Santa Clara,5338,2015
5042.02,Santa Clara,4884,2015
5043.07,Santa Clara,5614,2015
5043.08,Santa Clara,4368,2015
5043.11,Santa Clara,7065,2015
5043.14,Santa Clara,4893,2015
5043.15,Santa Clara,6845,2015
5043.16,Santa Clara,5406,2015
5043.17,Santa Clara,4896,2015
5043.18,Santa Clara,4846,2015
5043.19,Santa Clara,8204,2015
5043.20,Santa Clara,2902,2015
5043.21,Santa Clara,5422,2015
5043.22,Santa Clara,5548,2015
5043.23,Santa Clara,6226,2015
5044.10,Santa Clara,4574,2015
5044.11,Santa Clara,5446,2015
5044.12,Santa Clara,5283,2015
5044.13,Santa Clara,1731,2015
5044.14,Santa Clara,5980,2015
5044.15,Santa Clara,5570,2015
5044.16,Santa Clara,3594,2015
5044.17,Santa Clara,377,2015
5044.18,Santa Clara,5477,2015
5044.20,Santa Clara,4906,2015
5044.21,Santa Clara,4793,2015
5044.22,Santa Clara,3829,2015
5044.23,Santa Clara,2489,2015
5045.04,Santa Clara,9461,2015
5045.05,Santa Clara,6042,2015
5045.06,Santa Clara,6006,2015
5045.07,Santa Clara,6023,2015
5046.01,Santa Clara,905,2015
5046.02,Santa Clara,1957,2015
5047,Santa Clara,823,2015
5048.02,Santa Clara,5422,2015
5048.03,Santa Clara,6000,2015
5048.05,Santa Clara,6347,2015
5048.06,Santa Clara,2857,2015
5049.01,Santa Clara,10050,2015
5050.01,Santa Clara,9692,2015
5050.06,Santa Clara,5064,2015
5050.07,Santa Clara,4247,2015
5050.08,Santa Clara,5550,2015
5050.09,Santa Clara,8326,2015
5051,Santa Clara,3282,2015
5052.02,Santa Clara,6600,2015
5052.03,Santa Clara,5172,2015
5053.01,Santa Clara,4606,2015
5053.02,Santa Clara,3958,2015
5053.03,Santa Clara,6135,2015
5053.04,Santa Clara,3318,2015
5053.05,Santa Clara,5900,2015
5054.01,Santa Clara,6283,2015
5054.02,Santa Clara,3126,2015
5054.03,Santa Clara,6192,2015
5055,Santa Clara,4323,2015
5056,Santa Clara,4151,2015
5057,Santa Clara,6755,2015
5058,Santa Clara,3780,2015
5059,Santa Clara,7437,2015
5060,Santa Clara,4464,2015
5061.01,Santa Clara,4786,2015
5061.02,Santa Clara,3846,2015
5061.03,Santa Clara,5003,2015
5062.02,Santa Clara,7205,2015
5062.03,Santa Clara,6707,2015
5062.04,Santa Clara,5729,2015
5063.01,Santa Clara,5863,2015
5063.02,Santa Clara,6517,2015
5063.04,Santa Clara,5423,2015
5063.05,Santa Clara,7094,2015
5064.01,Santa Clara,5215,2015
5064.02,Santa Clara,6369,2015
5065.01,Santa Clara,8155,2015
5065.02,Santa Clara,4254,2015
5065.03,Santa Clara,6450,2015
5066.01,Santa Clara,4810,2015
5066.03,Santa Clara,4269,2015
5066.04,Santa Clara,7414,2015
5066.05,Santa Clara,4129,2015
5066.06,Santa Clara,4438,2015
5067.01,Santa Clara,3617,2015
5067.02,Santa Clara,5792,2015
5067.03,Santa Clara,3746,2015
5068.01,Santa Clara,6142,2015
5068.02,Santa Clara,5555,2015
5068.03,Santa Clara,7330,2015
5068.04,Santa Clara,3622,2015
5069,Santa Clara,7555,2015
5070.01,Santa Clara,7006,2015
5070.02,Santa Clara,2956,2015
5071,Santa Clara,2823,2015
5072.03,Santa Clara,3167,2015
5072.05,Santa Clara,4699,2015
5072.06,Santa Clara,2843,2015
5073.01,Santa Clara,6908,2015
5073.02,Santa Clara,2865,2015
5074.01,Santa Clara,5665,2015
5074.02,Santa Clara,4166,2015
5075,Santa Clara,5815,2015
5076,Santa Clara,5560,2015
5077.01,Santa Clara,3855,2015
5077.02,Santa Clara,6514,2015
5077.03,Santa Clara,7944,2015
5078.05,Santa Clara,6126,2015
5078.06,Santa Clara,5570,2015
5078.07,Santa Clara,3150,2015
5078.08,Santa Clara,5590,2015
5079.03,Santa Clara,4975,2015
5079.04,Santa Clara,3277,2015
5079.05,Santa Clara,6520,2015
5079.06,Santa Clara,4621,2015
5080.01,Santa Clara,8070,2015
5080.03,Santa Clara,2387,2015
5080.04,Santa Clara,6534,2015
5081.01,Santa Clara,6690,2015
5081.02,Santa Clara,3432,2015
5082.02,Santa Clara,7634,2015
5082.03,Santa Clara,5287,2015
5082.04,Santa Clara,4161,2015
5083.01,Santa Clara,4425,2015
5083.03,Santa Clara,2585,2015
5083.04,Santa Clara,8464,2015
5084.01,Santa Clara,7001,2015
5084.03,Santa Clara,3109,2015
5084.04,Santa Clara,6360,2015
5085.03,Santa Clara,6789,2015
5085.04,Santa Clara,8427,2015
5085.05,Santa Clara,4450,2015
5085.07,Santa Clara,3171,2015
5085.08,Santa Clara,5599,2015
5086.01,Santa Clara,3853,2015
5086.02,Santa Clara,4887,2015
5087.03,Santa Clara,7793,2015
5087.04,Santa Clara,5831,2015
5088,Santa Clara,3893,2015
5089,Santa Clara,5420,2015
5090,Santa Clara,8518,2015
5091.02,Santa Clara,4713,2015
5091.05,Santa Clara,7256,2015
5091.06,Santa Clara,4398,2015
5091.07,Santa Clara,4806,2015
5091.08,Santa Clara,4465,2015
5091.09,Santa Clara,4555,2015
5092.01,Santa Clara,4547,2015
5092.02,Santa Clara,4491,2015
5093.02,Santa Clara,3240,2015
5093.03,Santa Clara,3480,2015
5093.04,Santa Clara,3335,2015
5094.01,Santa Clara,3305,2015
5094.03,Santa Clara,4878,2015
5094.04,Santa Clara,6874,2015
5095,Santa Clara,5362,2015
5096,Santa Clara,3012,2015
5097,Santa Clara,3041,2015
5098.01,Santa Clara,5687,2015
5098.02,Santa Clara,2998,2015
5099.01,Santa Clara,1906,2015
5099.02,Santa Clara,5079,2015
5100.01,Santa Clara,6348,2015
5100.02,Santa Clara,3790,2015
5101,Santa Clara,3043,2015
5102,Santa Clara,4514,2015
5103,Santa Clara,4228,2015
5104,Santa Clara,3186,2015
5105,Santa Clara,4918,2015
5106,Santa Clara,6375,2015
5107,Santa Clara,5381,2015
5108.01,Santa Clara,5651,2015
5108.02,Santa Clara,1882,2015
5108.03,Santa Clara,2355,2015
5109,Santa Clara,5657,2015
5110,Santa Clara,6903,2015
5111,Santa Clara,5586,2015
5112,Santa Clara,5024,2015
5113.01,Santa Clara,3722,2015
5113.02,Santa Clara,4070,2015
5114,Santa Clara,3487,2015
5115,Santa Clara,7922,2015
5116.08,Santa Clara,2994,2015
5116.09,Santa Clara,3156,2015
5117.01,Santa Clara,4238,2015
5117.02,Santa Clara,2872,2015
5117.04,Santa Clara,4697,2015
5117.05,Santa Clara,1012,2015
5117.07,Santa Clara,2840,2015
5118,Santa Clara,4722,2015
5119.05,Santa Clara,3109,2015
5119.07,Santa Clara,4033,2015
5119.09,Santa Clara,8239,2015
5119.10,Santa Clara,3207,2015
5119.11,Santa Clara,5069,2015
5119.12,Santa Clara,5415,2015
5119.13,Santa Clara,4167,2015
5119.14,Santa Clara,5797,2015
5119.15,Santa Clara,3695,2015
5119.16,Santa Clara,4699,2015
5120.01,Santa Clara,6918,2015
5120.05,Santa Clara,6613,2015
5120.17,Santa Clara,8756,2015
5120.19,Santa Clara,4955,2015
5120.20,Santa Clara,6969,2015
5120.21,Santa Clara,6152,2015
5120.22,Santa Clara,5520,2015
5120.23,Santa Clara,5915,2015
5120.24,Santa Clara,4502,2015
5120.25,Santa Clara,3159,2015
5120.26,Santa Clara,3855,2015
5120.27,Santa Clara,4517,2015
5120.29,Santa Clara,6848,2015
5120.30,Santa Clara,2954,2015
5120.31,Santa Clara,4443,2015
5120.32,Santa Clara,3451,2015
5120.33,Santa Clara,6640,2015
5120.34,Santa Clara,3221,2015
5120.35,Santa Clara,4320,2015
5120.36,Santa Clara,5311,2015
5120.37,Santa Clara,3248,2015
5120.38,Santa Clara,2951,2015
5120.39,Santa Clara,4875,2015
5120.42,Santa Clara,2755,2015
5120.43,Santa Clara,6718,2015
5120.45,Santa Clara,5770,2015
5120.47,Santa Clara,5602,2015
5120.52,Santa Clara,4326,2015
5120.53,Santa Clara,5018,2015
5121,Santa Clara,1593,2015
5122,Santa Clara,4480,2015
5123.05,Santa Clara,4147,2015
5123.07,Santa Clara,6526,2015
5123.08,Santa Clara,7795,2015
5123.09,Santa Clara,5279,2015
5123.10,Santa Clara,4169,2015
5123.11,Santa Clara,3330,2015
5123.12,Santa Clara,3095,2015
5123.13,Santa Clara,4201,2015
5123.14,Santa Clara,6104,2015
5124.01,Santa Clara,4742,2015
5124.02,Santa Clara,5149,2015
5125.03,Santa Clara,7895,2015
5125.05,Santa Clara,7854,2015
5125.06,Santa Clara,7127,2015
5125.08,Santa Clara,8419,2015
5125.09,Santa Clara,4148,2015
5125.10,Santa Clara,6167,2015
5126.02,Santa Clara,2734,2015
5126.03,Santa Clara,4221,2015
5126.04,Santa Clara,4959,2015
5130,Santa Clara,8068,2015
5135,Santa Clara,938,2015
2501.03,Solano,4422,2015
2501.04,Solano,2230,2015
2501.05,Solano,6731,2015
2501.06,Solano,4981,2015
2502,Solano,3915,2015
2503,Solano,3517,2015
2504,Solano,2494,2015
2505.01,Solano,2073,2015
2505.02,Solano,3080,2015
2506.01,Solano,5327,2015
2506.04,Solano,3651,2015
2506.05,Solano,4353,2015
2507.01,Solano,3327,2015
2508.01,Solano,3835,2015
2509,Solano,1931,2015
2510,Solano,2530,2015
2511,Solano,3618,2015
2512,Solano,3146,2015
2513,Solano,2343,2015
2514,Solano,5122,2015
2515,Solano,3916,2015
2516,Solano,2691,2015
2517.01,Solano,3620,2015
2517.02,Solano,2829,2015
2518.02,Solano,2493,2015
2518.03,Solano,5269,2015
2518.04,Solano,3639,2015
2519.01,Solano,5784,2015
2519.02,Solano,5957,2015
2519.03,Solano,5576,2015
2520,Solano,4155,2015
2521.02,Solano,3901,2015
2521.03,Solano,5554,2015
2521.04,Solano,5833,2015
2521.05,Solano,3380,2015
2521.06,Solano,4493,2015
2521.07,Solano,3459,2015
2521.08,Solano,3107,2015
2522.01,Solano,8886,2015
2522.02,Solano,10502,2015
2523.05,Solano,4879,2015
2523.06,Solano,3357,2015
2523.10,Solano,2968,2015
2523.11,Solano,4425,2015
2523.12,Solano,3262,2015
2523.13,Solano,5930,2015
2523.14,Solano,3845,2015
2523.15,Solano,4342,2015
2523.16,Solano,3617,2015
2523.17,Solano,7363,2015
2524.01,Solano,4124,2015
2524.02,Solano,5047,2015
2525.01,Solano,2945,2015
2525.02,Solano,2289,2015
2526.04,Solano,3113,2015
2526.05,Solano,5822,2015
2526.06,Solano,5921,2015
2526.07,Solano,4249,2015
2526.08,Solano,4264,2015
2526.10,Solano,3209,2015
2526.11,Solano,3274,2015
2527.02,Solano,6961,2015
2527.03,Solano,4071,2015
2527.04,Solano,4613,2015
2527.05,Solano,6164,2015
2527.06,Solano,3906,2015
2527.07,Solano,5201,2015
2528.01,Solano,3058,2015
2528.02,Solano,1326,2015
2529.03,Solano,4569,2015
2529.04,Solano,6001,2015
2529.08,Solano,3628,2015
2529.09,Solano,3137,2015
2529.10,Solano,6051,2015
2529.11,Solano,4901,2015
2529.12,Solano,5929,2015
2529.13,Solano,5093,2015
2529.14,Solano,5714,2015
2529.15,Solano,3912,2015
2530,Solano,6757,2015
2531.01,Solano,5500,2015
2531.05,Solano,5860,2015
2531.06,Solano,3456,2015
2531.07,Solano,6225,2015
2531.08,Solano,4330,2015
2532.01,Solano,4795,2015
2532.03,Solano,4201,2015
2532.04,Solano,6634,2015
2532.05,Solano,3491,2015
2532.06,Solano,3034,2015
2533,Solano,3138,2015
2534.02,Solano,7128,2015
2534.03,Solano,5302,2015
2534.04,Solano,6531,2015
2535,Solano,9221,2015
9800,Solano,0,2015
1501,Sonoma,2640,2015
1502.02,Sonoma,5181,2015
1502.03,Sonoma,5057,2015
1502.04,Sonoma,3786,2015
1503.03,Sonoma,4429,2015
1503.04,Sonoma,5949,2015
1503.05,Sonoma,6644,2015
1503.06,Sonoma,3839,2015
1505,Sonoma,5349,2015
1506.01,Sonoma,4116,2015
1506.02,Sonoma,3890,2015
1506.03,Sonoma,6907,2015
1506.07,Sonoma,5353,2015
1506.09,Sonoma,4456,2015
1506.10,Sonoma,4327,2015
1506.11,Sonoma,4343,2015
1506.12,Sonoma,4257,2015
1507.01,Sonoma,5064,2015
1507.02,Sonoma,4792,2015
1508,Sonoma,5439,2015
1509.01,Sonoma,5224,2015
1509.02,Sonoma,3346,2015
1510,Sonoma,3764,2015
1511,Sonoma,5536,2015
1512.01,Sonoma,7034,2015
1512.03,Sonoma,4728,2015
1512.04,Sonoma,3272,2015
1513.01,Sonoma,4774,2015
1513.05,Sonoma,5522,2015
1513.06,Sonoma,3328,2015
1513.07,Sonoma,5325,2015
1513.08,Sonoma,4925,2015
1513.09,Sonoma,5145,2015
1513.10,Sonoma,5326,2015
1513.11,Sonoma,6892,2015
1514.01,Sonoma,7275,2015
1514.02,Sonoma,9218,2015
1515.02,Sonoma,7199,2015
1515.03,Sonoma,3452,2015
1515.04,Sonoma,3477,2015
